日期,觀測時間(hour),測站氣壓(hPa),海平面氣壓(hPa),氣溫(℃),露點溫度(℃),相對溼度(%),風速(m/s),風向(360degree),最大瞬間風(m/s),最大瞬間風風向(360degree),降水量(mm),降水時數(h),全天空日射量(MJ/㎡),紫外線指數
2024-04-12,1,1009.2,1012.7,24.9,22.8,88,0.8,80,2.0,10,0.0,0.0,0.0,0
2024-04-12,2,1008.7,1012.2,25.0,23.1,89,0.7,150,1.2,110,0.0,0.0,0.0,0
2024-04-12,3,1008.7,1012.2,24.8,22.9,89,0.9,200,1.8,150,0.0,0.0,0.0,0
2024-04-12,4,1008.4,1011.9,24.6,22.7,89,1.1,170,1.7,170,0.0,0.0,0.0,0
2024-04-12,5,1008.7,1012.2,24.3,22.7,91,0.8,170,2.6,160,0.0,0.0,0.0,0
2024-04-12,6,1009.0,1012.5,24.2,22.6,91,0.7,140,2.0,170,0.0,0.0,0.01,0
2024-04-12,7,1009.1,1012.6,24.7,22.6,88,0.7,140,1.7,100,0.0,0.0,0.15,0
2024-04-12,8,1009.6,1013.1,25.3,23.4,89,0.7,90,2.0,80,0.0,0.0,0.49,1
2024-04-12,9,1009.9,1013.4,26.1,23.2,84,1.1,70,2.4,90,0.0,0.0,0.91,2
2024-04-12,10,1010.1,1013.6,27.2,23.5,80,1.4,110,3.4,360,0.0,0.0,1.13,3
2024-04-12,11,1009.6,1013.1,28.9,23.4,72,1.6,20,4.6,100,0.0,0.0,2.62,6
2024-04-12,12,1009.3,1012.8,28.1,23.5,76,2.8,90,7.1,70,0.0,0.0,2.62,7
2024-04-12,13,1008.5,1012.0,27.8,23.4,77,3.1,90,9.2,100,0.0,0.0,2.56,7
2024-04-12,14,1007.7,1011.2,27.8,23.4,77,3.5,80,8.4,80,0.0,0.0,2.25,6
2024-04-12,15,1007.5,1011.0,28.5,23.7,75,3.0,90,8.4,80,0.0,0.0,2.21,4
2024-04-12,16,1007.6,1011.1,27.7,22.9,75,2.9,90,9.0,80,0.0,0.0,1.61,2
2024-04-12,17,1007.9,1011.4,27.1,22.7,77,2.4,80,8.4,70,0.0,0.0,0.65,1
2024-04-12,18,1008.1,1011.6,26.3,22.6,80,3.5,90,10.3,70,0.0,0.0,0.23,0
2024-04-12,19,1008.3,1011.8,26.0,22.9,83,3.9,90,8.6,90,0.0,0.0,0.01,0
2024-04-12,20,1008.4,1011.9,25.7,23.4,87,2.9,90,7.3,80,0.0,0.0,0.0,0
2024-04-12,21,1008.9,1012.4,25.5,23.6,89,1.5,120,6.6,70,0.0,0.0,0.0,0
2024-04-12,22,1009.6,1013.1,25.7,23.6,88,1.3,150,3.4,110,0.0,0.0,0.0,0
2024-04-12,23,1009.7,1013.2,25.8,23.3,86,0.9,210,2.2,120,0.0,0.0,0.0,0
2024-04-12,24,1009.2,1012.7,25.5,23.2,87,0.8,200,1.4,200,0.0,0.0,0.0,0
2024-04-13,1,1008.9,1012.4,25.3,23.2,88,0.9,190,1.6,180,0.0,0.0,0.0,0
2024-04-13,2,1008.5,1012.0,24.9,23.0,89,1.2,170,2.2,160,0.0,0.0,0.0,0
2024-04-13,3,1008.2,1011.7,24.6,22.9,90,1.7,170,2.6,170,0.0,0.0,0.0,0
2024-04-13,4,1007.9,1011.4,24.1,22.5,91,1.5,160,3.1,180,0.0,0.0,0.0,0
2024-04-13,5,1007.9,1011.4,23.8,22.4,92,0.4,120,2.7,170,0.0,0.0,0.0,0
2024-04-13,6,1008.3,1011.8,23.8,22.2,91,1.0,180,3.1,130,0.0,0.0,0.02,0
2024-04-13,7,1009.4,1012.9,24.4,22.3,88,1.2,210,3.2,140,0.0,0.0,0.32,0
2024-04-13,8,1010.0,1013.5,25.4,23.1,87,1.0,210,2.3,190,0.0,0.0,0.73,1
2024-04-13,9,1010.1,1013.6,27.2,23.7,81,0.5,120,2.1,210,0.0,0.0,1.23,2
2024-04-13,10,1010.0,1013.5,28.2,23.6,76,0.5,220,3.3,310,0.0,0.0,1.87,4
2024-04-13,11,1009.6,1013.1,27.9,23.7,78,2.1,330,5.4,340,0.0,0.0,1.37,3
2024-04-13,12,1009.0,1012.5,27.6,23.8,80,3.0,320,6.8,350,0.0,0.0,1.35,3
2024-04-13,13,1008.3,1011.8,28.2,24.2,79,0.6,180,4.8,330,0.0,0.0,0.77,2
2024-04-13,14,1007.5,1011.0,28.6,24.0,76,1.8,350,4.3,340,0.0,0.0,1.18,3
2024-04-13,15,1007.1,1010.6,28.9,23.8,74,1.4,280,5.7,330,0.0,0.0,1.04,2
2024-04-13,16,1006.9,1010.4,28.5,23.9,76,1.8,290,5.2,260,0.0,0.0,0.89,1
2024-04-13,17,1007.8,1011.3,27.5,23.5,79,1.6,300,5.0,310,0.0,0.0,0.32,0
2024-04-13,18,1007.9,1011.4,26.3,24.2,88,0.7,220,4.3,320,T,0.8,0.03,0
2024-04-13,19,1008.5,1012.0,26.5,24.0,86,0.7,240,3.0,300,0.0,0.0,0.0,0
2024-04-13,20,1008.7,1012.2,26.5,24.0,86,1.7,170,2.8,180,0.0,0.0,0.0,0
2024-04-13,21,1008.9,1012.4,26.2,24.1,88,0.5,200,2.6,200,0.0,0.0,0.0,0
2024-04-13,22,1008.8,1012.3,26.3,24.0,87,0.7,130,1.8,230,0.0,0.0,0.0,0
2024-04-13,23,1008.7,1012.2,25.9,24.0,89,0.8,190,1.7,120,0.0,0.0,0.0,0
2024-04-13,24,1008.2,1011.7,25.3,23.7,91,0.7,110,3.4,170,0.0,0.0,0.0,0
2024-04-14,1,1008.0,1011.5,25.1,23.7,92,1.1,120,1.9,350,0.0,0.0,0.0,0
2024-04-14,2,1008.2,1011.7,25.3,23.5,90,0.8,200,2.8,170,0.0,0.0,0.0,0
2024-04-14,3,1007.8,1011.3,25.0,23.6,92,0.9,150,2.0,180,0.0,0.0,0.0,0
2024-04-14,4,1007.7,1011.2,24.4,23.4,94,0.4,180,1.7,170,0.0,0.0,0.0,0
2024-04-14,5,1007.7,1011.2,24.4,23.5,95,0.9,200,1.5,210,0.0,0.0,0.0,0
2024-04-14,6,1008.4,1011.9,24.5,23.5,94,1.0,150,1.9,160,0.0,0.0,0.01,0
2024-04-14,7,1008.9,1012.4,25.4,23.6,90,0.5,80,1.6,20,0.0,0.0,0.3,0
2024-04-14,8,1009.2,1012.7,27.4,23.9,81,1.5,270,5.0,280,0.0,0.0,0.88,1
2024-04-14,9,1009.7,1013.2,28.5,24.1,77,1.9,290,5.4,260,0.0,0.0,1.28,2
2024-04-14,10,1009.9,1013.4,29.9,24.3,72,1.0,260,5.5,260,0.0,0.0,2.14,4
2024-04-14,11,1009.8,1013.2,30.9,24.1,67,1.9,270,5.2,300,0.0,0.0,2.74,6
2024-04-14,12,1009.4,1012.8,32.2,23.7,61,1.3,290,5.1,280,0.0,0.0,2.93,7
2024-04-14,13,1008.7,1012.1,32.7,22.5,55,2.3,270,6.6,270,0.0,0.0,2.9,7
2024-04-14,14,1007.9,1011.3,33.5,22.6,53,1.5,290,5.7,340,0.0,0.0,2.89,6
2024-04-14,15,1007.6,1011.0,31.7,23.8,63,2.2,340,5.9,340,0.0,0.0,1.76,3
2024-04-14,16,1007.7,1011.1,30.2,23.9,69,2.7,50,6.0,340,0.0,0.0,0.52,1
2024-04-14,17,1008.1,1011.6,29.5,24.2,73,3.2,340,5.8,350,0.0,0.0,0.2,0
2024-04-14,18,1008.8,1012.3,28.8,24.4,77,1.8,340,5.2,330,0.0,0.0,0.1,0
2024-04-14,19,1009.3,1012.8,28.2,24.4,80,0.7,260,4.2,340,0.0,0.0,0.0,0
2024-04-14,20,1009.8,1013.3,27.7,24.8,84,0.8,70,4.0,330,0.0,0.0,0.0,0
2024-04-14,21,1010.5,1014.0,26.9,24.9,89,2.4,80,5.0,100,0.0,0.0,0.0,0
2024-04-14,22,1010.5,1014.0,26.4,24.6,90,2.4,90,5.1,80,0.0,0.0,0.0,0
2024-04-14,23,1010.4,1013.9,26.1,24.5,91,2.2,90,5.4,80,0.0,0.0,0.0,0
2024-04-14,24,1010.0,1013.5,25.9,24.5,92,2.9,100,5.9,50,0.0,0.0,0.0,0
2024-04-15,1,1009.4,1012.9,25.6,24.2,92,2.7,100,6.5,90,0.0,0.0,0.0,0
2024-04-15,2,1008.8,1012.3,25.6,24.2,92,1.8,100,5.5,100,0.0,0.0,0.0,0
2024-04-15,3,1008.6,1012.1,25.7,24.3,92,1.3,160,3.2,90,0.0,0.0,0.0,0
2024-04-15,4,1008.4,1011.9,25.6,24.2,92,0.9,130,2.4,130,0.0,0.0,0.0,0
2024-04-15,5,1008.3,1011.8,25.3,24.1,93,1.0,140,1.8,130,0.0,0.0,0.0,0
2024-04-15,6,1008.6,1012.1,25.3,24.1,93,1.0,150,2.4,130,0.0,0.0,0.02,0
2024-04-15,7,1009.0,1012.5,26.0,24.4,91,0.7,120,1.4,160,0.0,0.0,0.3,0
2024-04-15,8,1008.9,1012.4,27.6,24.7,84,0.5,80,2.8,70,0.0,0.0,0.95,1
2024-04-15,9,1009.5,1013.0,28.2,24.8,82,0.7,320,3.8,350,T,0.3,1.09,2
2024-04-15,10,1008.9,1012.4,28.0,25.1,84,1.2,190,3.1,310,T,0.3,0.78,2
2024-04-15,11,1008.6,1012.1,29.5,25.1,77,1.0,290,3.2,310,T,0.1,1.52,4
2024-04-15,12,1007.6,1011.0,30.3,24.7,72,0.7,310,4.1,340,0.0,0.0,2.51,6
2024-04-15,13,1006.5,1009.9,31.2,24.9,69,1.3,280,4.2,340,0.0,0.0,2.53,6
2024-04-15,14,1006.6,1010.0,30.4,24.8,72,2.9,320,6.7,330,0.0,0.0,1.18,3
2024-04-15,15,1007.1,1010.6,29.1,24.9,78,3.3,320,9.0,350,0.0,0.0,1.32,2
2024-04-15,16,1007.1,1010.6,28.5,24.3,78,3.1,320,8.2,330,0.0,0.0,0.76,1
2024-04-15,17,1007.3,1010.8,28.2,22.9,73,3.0,280,6.9,280,0.0,0.0,0.24,0
2024-04-15,18,1007.9,1011.4,27.9,22.6,73,1.9,300,7.0,290,0.0,0.0,0.09,0
2024-04-15,19,1008.1,1011.6,27.2,23.5,80,1.6,310,6.3,300,0.0,0.0,0.0,0
2024-04-15,20,1008.2,1011.7,26.9,23.8,83,1.7,330,4.7,320,0.0,0.0,0.0,0
2024-04-15,21,1008.7,1012.2,26.9,23.4,81,0.9,330,4.0,330,0.0,0.0,0.0,0
2024-04-15,22,1008.3,1011.8,26.6,23.3,82,0.8,90,2.8,340,0.0,0.0,0.0,0
2024-04-15,23,1007.7,1011.2,25.4,23.6,90,2.5,90,5.3,80,0.0,0.0,0.0,0
2024-04-15,24,1007.4,1010.9,25.1,23.5,91,2.4,70,7.1,90,0.0,0.0,0.0,0
2024-04-16,1,1006.8,1010.3,25.3,23.2,88,1.6,80,6.9,50,0.0,0.0,0.0,0
2024-04-16,2,1006.6,1010.1,25.4,23.5,89,1.1,180,3.7,80,0.0,0.0,0.0,0
2024-04-16,3,1006.8,1010.3,25.6,23.5,88,1.5,200,3.1,170,0.0,0.0,0.0,0
2024-04-16,4,1006.5,1010.0,24.7,22.8,89,1.2,210,3.9,200,0.0,0.0,0.0,0
2024-04-16,5,1007.1,1010.6,24.2,22.5,90,0.6,160,2.1,120,0.0,0.0,0.0,0
2024-04-16,6,1007.9,1011.4,24.5,22.0,86,2.1,160,4.0,160,0.0,0.0,0.03,0
2024-04-16,7,1007.8,1011.3,24.9,22.4,86,0.8,120,2.1,160,0.0,0.0,0.39,0
2024-04-16,8,1007.7,1011.2,26.8,22.7,78,1.2,200,2.3,230,0.0,0.0,1.11,1
2024-04-16,9,1007.3,1010.8,28.3,22.1,69,1.5,180,2.9,170,0.0,0.0,1.92,3
2024-04-16,10,1006.6,1010.0,29.7,21.7,62,2.1,240,5.8,260,0.0,0.0,2.68,5
2024-04-16,11,1006.5,1009.9,30.6,21.7,59,2.9,270,7.0,280,0.0,0.0,2.92,7
2024-04-16,12,1006.1,1009.5,30.5,22.9,64,3.1,300,6.9,300,0.0,0.0,2.2,6
2024-04-16,13,1005.6,1009.0,29.5,23.2,69,3.2,300,7.4,290,0.0,0.0,1.82,5
2024-04-16,14,1004.4,1007.8,29.4,23.1,69,2.4,290,7.5,280,0.0,0.0,0.71,2
2024-04-16,15,1003.6,1007.0,29.6,23.1,68,1.7,300,6.1,290,0.0,0.0,0.45,1
2024-04-16,16,1003.2,1006.6,29.7,23.2,68,2.3,300,7.2,320,0.0,0.0,0.94,1
2024-04-16,17,1004.2,1007.6,28.9,23.1,71,2.9,280,7.5,290,0.0,0.0,0.53,0
2024-04-16,18,1005.6,1009.1,27.6,23.0,76,3.8,270,9.8,300,T,0.5,0.04,0
2024-04-16,19,1005.3,1008.8,27.7,22.4,73,3.8,230,9.8,210,T,0.1,0.0,0
2024-04-16,20,1005.2,1008.7,27.8,21.4,68,3.2,280,8.4,270,0.0,0.0,0.0,0
2024-04-16,21,1005.3,1008.8,27.7,21.7,70,1.9,270,6.5,220,0.0,0.0,0.0,0
2024-04-16,22,1005.8,1009.3,27.2,21.7,72,1.6,210,5.6,290,0.0,0.0,0.0,0
2024-04-16,23,1005.3,1008.8,26.6,22.2,77,0.8,200,2.5,220,0.0,0.0,0.0,0
2024-04-16,24,1005.2,1008.7,26.1,22.4,80,1.2,230,2.0,240,0.0,0.0,0.0,0
2024-04-17,1,1004.5,1008.0,26.9,21.4,72,1.4,200,6.7,280,0.0,0.0,0.0,0
2024-04-17,2,1004.3,1007.8,26.0,21.9,78,0.8,210,2.6,210,0.0,0.0,0.0,0
2024-04-17,3,1004.4,1007.9,26.0,22.5,81,1.1,200,1.6,180,0.0,0.0,0.0,0
2024-04-17,4,1004.3,1007.8,25.7,22.0,80,1.2,210,1.9,200,0.0,0.0,0.0,0
2024-04-17,5,1003.9,1007.4,25.7,22.2,81,1.2,200,2.3,200,0.0,0.0,0.0,0
2024-04-17,6,1004.4,1007.9,26.2,22.1,78,1.0,260,5.0,300,0.0,0.0,0.0,0
2024-04-17,7,1005.8,1009.3,22.8,22.5,98,2.6,310,10.0,340,36.5,0.7,0.0,0
2024-04-17,8,1007.9,1011.4,22.0,21.5,97,4.1,90,9.8,100,30.0,1.0,0.03,0
2024-04-17,9,1008.6,1012.1,21.7,21.2,97,2.0,90,9.6,80,9.5,1.0,0.12,0
2024-04-17,10,1009.1,1012.6,22.1,21.3,95,2.9,120,7.3,70,T,0.8,0.34,1
2024-04-17,11,1008.8,1012.3,22.6,20.5,88,2.7,120,6.4,60,0.0,0.0,0.87,3
2024-04-17,12,1008.3,1011.8,22.8,20.7,88,2.5,100,6.8,90,0.0,0.0,0.62,2
2024-04-17,13,1007.8,1011.3,22.7,19.9,84,3.8,90,8.1,90,0.0,0.0,0.9,3
2024-04-17,14,1007.5,1011.0,23.0,19.8,82,3.4,100,9.7,80,T,0.3,1.1,3
2024-04-17,15,1007.5,1011.0,22.7,19.1,80,4.3,100,9.1,90,0.0,0.0,0.96,2
2024-04-17,16,1007.6,1011.1,22.8,19.2,80,3.0,90,9.5,90,0.0,0.0,0.51,1
2024-04-17,17,1007.9,1011.4,22.6,19.0,80,3.8,90,9.4,90,0.0,0.0,0.29,0
2024-04-17,18,1008.1,1011.6,22.6,19.0,80,4.1,90,10.4,90,0.0,0.0,0.13,0
2024-04-17,19,1008.6,1012.1,22.5,18.7,79,4.1,80,10.3,70,0.0,0.0,0.01,0
2024-04-17,20,1009.0,1012.5,22.3,18.1,77,3.3,90,10.3,90,0.0,0.0,0.0,0
2024-04-17,21,1009.1,1012.6,22.1,18.3,79,3.0,80,10.7,70,0.0,0.0,0.0,0
2024-04-17,22,1008.7,1012.2,21.9,18.1,79,4.4,90,10.4,110,0.0,0.0,0.0,0
2024-04-17,23,1008.4,1011.9,22.0,18.2,79,3.5,80,9.8,80,0.0,0.0,0.0,0
2024-04-17,24,1007.8,1011.3,22.1,18.3,79,3.3,80,9.2,80,0.0,0.0,0.0,0
2024-04-18,1,1007.6,1011.1,22.3,18.7,80,3.0,80,9.1,80,0.0,0.0,0.0,0
2024-04-18,2,1007.3,1010.8,22.6,19.0,80,3.1,90,7.6,80,0.0,0.0,0.0,0
2024-04-18,3,1006.3,1009.8,22.4,19.2,82,2.6,100,6.9,100,0.0,0.0,0.0,0
2024-04-18,4,1006.6,1010.1,22.4,19.4,83,2.2,90,6.1,60,T,0.1,0.0,0
2024-04-18,5,1007.0,1010.5,22.5,19.5,83,2.9,90,7.1,50,0.0,0.0,0.0,0
2024-04-18,6,1007.1,1010.6,22.6,19.6,83,2.5,100,7.3,80,0.0,0.0,0.01,0
2024-04-18,7,1007.6,1011.1,23.1,19.9,82,2.3,90,6.7,70,0.0,0.0,0.2,0
2024-04-18,8,1008.1,1011.6,24.1,20.0,78,2.1,100,6.2,70,0.0,0.0,0.44,1
2024-04-18,9,1008.1,1011.6,25.6,20.9,75,1.7,80,6.4,100,0.0,0.0,1.22,2
2024-04-18,10,1007.8,1011.3,26.9,21.2,71,1.1,120,5.5,80,0.0,0.0,1.61,3
2024-04-18,11,1007.0,1010.5,26.8,20.7,69,3.3,120,5.6,100,0.0,0.0,0.99,3
2024-04-18,12,1006.1,1009.6,27.8,21.6,69,3.0,120,6.3,110,0.0,0.0,1.42,4
2024-04-18,13,1005.2,1008.7,28.8,21.3,64,3.4,120,7.1,110,0.0,0.0,3.37,9
2024-04-18,14,1004.6,1008.0,29.0,21.3,63,2.7,150,6.7,110,0.0,0.0,2.76,7
2024-04-18,15,1004.6,1008.1,28.5,20.8,63,2.7,150,5.6,130,0.0,0.0,1.2,3
2024-04-18,16,1005.0,1008.5,27.9,21.0,66,2.1,160,5.1,140,0.0,0.0,0.38,1
2024-04-18,17,1005.9,1009.4,25.6,23.1,86,3.3,170,5.4,170,0.5,0.5,0.07,0
2024-04-18,18,1006.6,1010.1,25.0,23.1,89,2.1,160,4.8,180,0.5,0.5,0.01,0
2024-04-18,19,1007.2,1010.7,25.1,23.2,89,1.4,140,3.2,100,T,0.1,0.0,0
2024-04-18,20,1006.5,1010.0,24.6,23.2,92,1.6,160,4.4,170,0.0,0.0,0.0,0
2024-04-18,21,1006.3,1009.8,24.6,23.0,91,2.2,140,4.6,120,0.0,0.0,0.0,0
2024-04-18,22,1007.1,1010.6,24.9,22.8,88,1.2,360,3.7,340,0.0,0.0,0.0,0
2024-04-18,23,1006.4,1009.9,24.5,22.2,87,0.7,150,3.5,10,0.0,0.0,0.0,0
2024-04-18,24,1006.2,1009.7,24.3,22.4,89,0.8,160,3.3,150,0.0,0.0,0.0,0
2024-04-19,1,1006.1,1009.6,23.8,22.1,90,1.8,170,3.7,150,0.0,0.0,0.0,0
2024-04-19,2,1005.3,1008.8,23.6,21.7,89,1.4,170,3.4,120,0.0,0.0,0.0,0
2024-04-19,3,1005.4,1008.9,23.4,21.9,91,1.1,170,3.3,160,0.0,0.0,0.0,0
2024-04-19,4,1004.6,1008.1,23.5,21.6,89,0.6,150,2.3,160,0.0,0.0,0.0,0
2024-04-19,5,1004.7,1008.2,23.3,21.6,90,1.4,170,2.8,160,0.0,0.0,0.0,0
2024-04-19,6,1005.0,1008.5,23.2,21.5,90,1.3,170,3.7,160,0.0,0.0,0.02,0
2024-04-19,7,1005.3,1008.8,23.7,21.6,88,1.4,140,3.0,100,0.0,0.0,0.23,0
2024-04-19,8,1005.8,1009.3,24.7,21.8,84,1.6,140,3.0,130,0.0,0.0,0.65,1
2024-04-19,9,1006.2,1009.7,26.0,22.5,81,1.0,150,2.9,110,0.0,0.0,1.32,3
2024-04-19,10,1006.6,1010.1,28.6,23.1,72,0.7,300,3.3,310,0.0,0.0,2.49,6
2024-04-19,11,1006.0,1009.4,30.0,21.7,61,0.9,260,4.5,310,0.0,0.0,2.92,8
2024-04-19,12,1005.0,1008.4,31.6,21.5,55,1.0,330,5.6,300,0.0,0.0,3.06,8
2024-04-19,13,1004.4,1007.8,32.1,23.1,59,2.4,280,5.9,290,0.0,0.0,2.92,8
2024-04-19,14,1004.1,1007.5,31.0,22.6,61,1.2,280,5.8,300,0.0,0.0,1.47,4
2024-04-19,15,1004.2,1007.6,30.2,21.6,60,2.0,270,6.8,280,0.0,0.0,0.45,1
2024-04-19,16,1003.9,1007.4,28.5,22.0,68,2.5,120,5.5,310,0.0,0.0,0.17,0
2024-04-19,17,1004.0,1007.5,27.8,22.5,73,2.1,100,5.0,100,0.0,0.0,0.09,0
2024-04-19,18,1004.6,1008.1,28.0,22.5,72,1.5,100,4.5,90,0.0,0.0,0.07,0
2024-04-19,19,1005.7,1009.2,27.3,24.2,83,2.4,360,4.3,350,T,0.1,0.0,0
2024-04-19,20,1007.0,1010.5,25.3,25.0,98,1.1,140,3.6,340,4.5,0.9,0.0,0
2024-04-19,21,1007.3,1010.8,24.8,24.5,98,1.4,120,4.3,150,0.5,0.2,0.0,0
2024-04-19,22,1007.3,1010.8,25.1,24.8,98,1.6,150,2.7,150,0.0,0.0,0.0,0
2024-04-19,23,1006.8,1010.3,24.8,24.3,97,1.6,160,3.5,140,0.0,0.0,0.0,0
2024-04-19,24,1005.9,1009.4,24.2,23.9,98,1.0,70,4.4,140,0.0,0.0,0.0,0
2024-04-20,1,1005.5,1009.0,23.9,23.6,98,0.7,120,2.5,100,0.0,0.0,0.0,0
2024-04-20,2,1005.7,1009.2,24.0,23.3,96,1.3,150,3.5,160,0.0,0.0,0.0,0
2024-04-20,3,1005.4,1008.9,23.5,23.0,97,1.2,150,3.4,170,0.0,0.0,0.0,0
2024-04-20,4,1005.0,1008.5,23.5,22.5,94,1.5,130,3.2,120,0.0,0.0,0.0,0
2024-04-20,5,1004.8,1008.3,23.3,22.6,96,0.7,140,4.0,120,0.0,0.0,0.0,0
2024-04-20,6,1005.2,1008.7,23.3,22.5,95,1.1,150,2.6,160,0.0,0.0,0.04,0
2024-04-20,7,1006.0,1009.5,24.1,22.9,93,0.4,130,2.4,120,0.0,0.0,0.41,0
2024-04-20,8,1006.9,1010.4,25.4,23.1,87,0.5,270,2.1,360,0.0,0.0,0.63,1
2024-04-20,9,1008.3,1011.8,26.6,22.5,78,1.4,250,3.2,240,0.0,0.0,1.06,2
2024-04-20,10,1008.0,1011.5,27.4,22.6,75,2.5,160,4.3,160,0.0,0.0,1.67,4
2024-04-20,11,1007.7,1011.2,29.1,22.6,68,1.6,210,4.5,170,0.0,0.0,2.2,6
2024-04-20,12,1006.9,1010.4,29.2,22.7,68,1.8,170,4.5,140,0.0,0.0,2.29,6
2024-04-20,13,1006.6,1010.0,29.9,24.5,73,2.3,320,4.8,330,0.0,0.0,2.15,6
2024-04-20,14,1006.0,1009.4,30.6,25.2,73,2.2,330,5.8,340,0.0,0.0,2.36,6
2024-04-20,15,1006.1,1009.5,30.1,24.7,73,3.2,330,6.7,330,0.0,0.0,2.54,5
2024-04-20,16,1006.1,1009.6,29.4,24.7,76,2.8,320,6.8,340,0.0,0.0,1.61,2
2024-04-20,17,1006.6,1010.1,28.2,23.4,75,3.2,320,6.9,330,0.0,0.0,0.81,1
2024-04-20,18,1007.2,1010.7,27.5,22.9,76,1.7,330,7.1,320,0.0,0.0,0.22,0
2024-04-20,19,1007.8,1011.3,27.1,22.3,75,1.4,350,5.2,350,0.0,0.0,0.01,0
2024-04-20,20,1008.2,1011.7,27.1,22.5,76,1.1,360,3.6,10,0.0,0.0,0.0,0
2024-04-20,21,1008.2,1011.7,26.8,22.4,77,0.8,100,2.5,360,0.0,0.0,0.0,0
2024-04-20,22,1008.4,1011.9,26.8,22.4,77,1.1,120,3.4,140,0.0,0.0,0.0,0
2024-04-20,23,1007.7,1011.2,26.7,22.8,79,1.4,130,2.4,130,0.0,0.0,0.0,0
2024-04-20,24,1007.1,1010.6,26.6,22.2,77,2.0,100,4.3,70,0.0,0.0,0.0,0
2024-04-21,1,1006.4,1009.9,26.4,22.1,77,1.1,120,4.3,80,0.0,0.0,0.0,0
2024-04-21,2,1005.8,1009.3,25.6,22.3,82,0.9,130,2.0,230,0.0,0.0,0.0,0
2024-04-21,3,1005.8,1009.3,25.7,22.2,81,0.9,140,3.0,160,0.0,0.0,0.0,0
2024-04-21,4,1005.9,1009.4,25.5,22.0,81,0.8,190,2.7,160,0.0,0.0,0.0,0
2024-04-21,5,1006.1,1009.6,25.2,22.3,84,1.4,220,2.8,160,0.0,0.0,0.0,0
2024-04-21,6,1006.3,1009.8,25.1,21.8,82,1.0,170,2.1,240,0.0,0.0,0.04,0
2024-04-21,7,1006.4,1009.9,25.2,21.3,79,1.4,170,2.8,170,0.0,0.0,0.35,0
2024-04-21,8,1006.9,1010.4,26.2,22.5,80,1.0,190,2.0,170,0.0,0.0,0.58,1
2024-04-21,9,1006.8,1010.3,26.6,23.3,82,1.0,130,3.0,120,0.0,0.0,0.67,1
2024-04-21,10,1007.0,1010.5,27.7,23.7,79,0.6,120,2.6,100,0.0,0.0,0.92,2
2024-04-21,11,1007.5,1011.0,28.7,23.2,72,0.6,210,2.4,260,0.0,0.0,1.25,3
2024-04-21,12,1006.8,1010.3,27.0,25.2,90,0.8,250,3.2,310,T,0.9,0.41,1
2024-04-21,13,1006.4,1009.9,27.4,25.2,88,1.0,290,4.8,280,T,0.5,0.57,2
2024-04-21,14,1005.6,1009.1,27.5,23.8,80,0.8,280,6.0,320,0.0,0.0,0.51,1
2024-04-21,15,1005.1,1008.6,27.7,23.9,80,0.5,240,3.9,300,0.0,0.0,0.43,1
2024-04-21,16,1005.1,1008.6,27.7,24.2,81,0.6,260,3.1,260,0.0,0.0,0.34,1
2024-04-21,17,1005.0,1008.5,27.2,24.9,87,0.5,V,2.7,10,T,0.7,0.19,0
2024-04-21,18,1004.9,1008.4,26.9,24.6,87,0.4,200,2.9,340,T,0.8,0.08,0
2024-04-21,19,1005.5,1009.0,26.8,24.8,89,0.7,320,2.3,360,T,0.2,0.0,0
2024-04-21,20,1006.1,1009.6,26.7,24.6,88,1.7,80,3.3,80,T,0.1,0.0,0
2024-04-21,21,1006.7,1010.2,26.0,24.6,92,2.8,100,5.0,70,T,0.1,0.0,0
2024-04-21,22,1007.1,1010.6,25.9,24.1,90,1.8,120,5.0,140,0.0,0.0,0.0,0
2024-04-21,23,1006.7,1010.2,25.7,23.9,90,1.7,80,3.4,100,0.5,0.0,0.0,0
2024-04-21,24,1006.2,1009.7,25.5,23.9,91,1.3,90,3.6,70,0.0,0.0,0.0,0
2024-04-22,1,1005.8,1009.3,25.2,24.0,93,1.5,100,4.7,100,0.0,0.0,0.0,0
2024-04-22,2,1005.4,1008.9,24.9,24.2,96,1.2,120,3.7,120,T,0.1,0.0,0
2024-04-22,3,1005.2,1008.7,24.9,24.0,95,0.8,100,4.0,100,T,0.1,0.0,0
2024-04-22,4,1004.8,1008.3,24.8,23.9,95,1.5,90,5.0,100,T,0.2,0.0,0
2024-04-22,5,1005.1,1008.6,24.6,24.1,97,1.9,350,4.9,80,T,0.5,0.0,0
2024-04-22,6,1004.4,1007.9,23.9,23.4,97,0.9,130,4.6,160,2.0,0.8,0.0,0
2024-04-22,7,1005.4,1008.9,23.6,23.1,97,0.7,90,4.0,320,T,0.1,0.01,0
2024-04-22,8,1005.4,1008.9,25.5,24.8,96,1.2,120,2.8,90,0.0,0.0,0.51,1
2024-04-22,9,1005.8,1009.3,26.5,24.4,88,1.5,140,4.6,110,0.0,0.0,1.35,3
2024-04-22,10,1004.9,1008.4,26.8,24.1,85,0.8,130,2.7,80,0.0,0.0,1.55,3
2024-04-22,11,1005.1,1008.6,26.9,23.4,81,1.0,200,2.4,230,0.0,0.0,0.42,1
2024-04-22,12,1004.8,1008.3,28.7,22.0,67,0.7,200,2.4,310,0.0,0.0,1.2,4
